"Date","Price","Open","High","Low","Vol.","Change %"
"13/08/2024","40.20","49.10","49.10","40.20","41.08M","-9.97%"
"12/08/2024","44.65","44.65","44.65","44.65","17.95M","9.98%"
"09/08/2024","40.60","36.95","40.60","40.60","52.39M","9.88%"
"08/08/2024","36.95","36.95","36.95","36.95","4.07M","9.97%"
"07/08/2024","33.60","33.60","33.60","33.60","14.62M","9.98%"
"06/08/2024","30.55","27.80","30.55","29.05","36.16M","9.89%"
"05/08/2024","27.80","26.00","27.80","26.00","20.28M","9.88%"
"02/08/2024","25.30","23.00","25.30","22.50","14.88M","10.00%"
"01/08/2024","23.00","25.00","24.90","22.60","19.04M","-8.00%"
"31/07/2024","25.00","26.90","27.00","23.20","43.11M","1.83%"
"30/07/2024","24.55","24.55","24.55","24.45","10.11M","9.84%"
"29/07/2024","22.35","20.35","22.35","20.35","12.08M","9.83%"
"26/07/2024","20.35","18.50","20.35","19.40","73.01M","10.00%"
"25/07/2024","18.50","17.95","18.60","17.95","13.08M","3.06%"
"24/07/2024","17.95","18.00","18.15","17.85","7.00M","-0.28%"
"23/07/2024","18.00","17.60","18.00","17.70","3.50M","2.27%"
"22/07/2024","17.60","18.25","18.65","17.45","4.57M","-3.56%"
"19/07/2024","18.25","19.55","19.55","18.15","22.02M","-1.62%"
"18/07/2024","18.55","18.55","18.55","17.70","20.84M","9.76%"
"17/07/2024","16.90","16.00","16.95","15.80","13.56M","5.62%"
"16/07/2024","16.00","16.00","16.00","15.65","3.42M","0.00%"
"15/07/2024","16.00","16.40","16.00","15.55","8.01M","-2.44%"
"12/07/2024","16.40","16.50","16.50","15.95","4.83M","-0.61%"
"11/07/2024","16.50","17.00","16.85","16.00","7.82M","-2.94%"
"10/07/2024","17.00","17.35","17.50","17.00","6.91M","-2.02%"
"09/07/2024","17.35","17.50","17.65","16.80","19.00M","-0.86%"
"08/07/2024","17.50","17.00","17.50","16.30","9.95M","2.94%"
"05/07/2024","17.00","17.05","17.05","16.00","53.83M","9.68%"
"04/07/2024","15.50","15.50","15.50","15.50","9.62M","9.93%"
"03/07/2024","14.10","14.50","14.10","14.00","3.65M","-2.76%"
"02/07/2024","14.50","15.00","14.95","14.50","4.26M","-3.33%"
"01/07/2024","15.00","15.00","15.10","14.90","6.01M","0.00%"
"28/06/2024","15.00","14.35","15.60","14.70","58.31M","4.53%"
"27/06/2024","14.35","13.75","14.50","13.95","6.84M","4.36%"
"26/06/2024","13.75","12.50","13.75","12.95","5.33M","10.00%"
"25/06/2024","12.50","13.85","13.35","12.50","18.58M","-9.75%"
"24/06/2024","13.85","14.95","14.50","13.85","13.12M","-7.36%"
"21/06/2024","14.95","15.15","15.10","14.95","6.91M","-1.32%"
"20/06/2024","15.15","15.20","15.30","15.10","6.59M","-0.33%"
"19/06/2024","15.20","15.20","15.60","15.20","9.47M","0.00%"
"14/06/2024","15.20","15.00","15.20","14.85","8.36M","1.33%"
"13/06/2024","15.00","14.55","15.80","14.50","23.06M","3.09%"
"11/06/2024","14.55","14.60","14.80","14.35","15.09M","-0.34%"
"10/06/2024","14.60","14.60","14.85","14.10","11.92M","0.00%"
"07/06/2024","14.60","14.05","15.45","14.25","33.78M","3.91%"
"06/06/2024","14.05","13.00","14.05","13.00","28.62M","9.77%"
"05/06/2024","12.80","14.50","14.50","12.80","52.52M","-9.86%"
"04/06/2024","14.20","14.20","14.20","14.20","27.96M","9.65%"
"03/06/2024","12.95","11.80","12.95","12.95","12.04M","9.75%"
"31/05/2024","11.80","11.00","11.95","11.00","14.05M","8.26%"
"30/05/2024","10.90","10.70","10.90","10.20","6.65M","1.87%"
"29/05/2024","10.70","9.95","10.70","10.05","1.83M","7.54%"
"28/05/2024","9.95","10.00","10.15","9.95","2.69M","-0.50%"
"27/05/2024","10.00","10.55","10.10","10.00","2.61M","-5.21%"
"24/05/2024","10.55","10.55","10.50","10.00","1.43M","0.00%"
"23/05/2024","10.55","10.50","10.55","10.00","10.28M","0.48%"
